subject,activity,TimeBodyAccelerometerMeanAxisX,TimeBodyAccelerometerMeanAxisY,TimeBodyAccelerometerMeanAxisZ,TimeBodyAccelerometerStandardDeviationAxisX,TimeBodyAccelerometerStandardDeviationAxisY,TimeBodyAccelerometerStandardDeviationAxisZ,TimeGravityAccelerometerMeanAxisX,TimeGravityAccelerometerMeanAxisY,TimeGravityAccelerometerMeanAxisZ,TimeGravityAccelerometerStandardDeviationAxisX,TimeGravityAccelerometerStandardDeviationAxisY,TimeGravityAccelerometerStandardDeviationAxisZ,TimeBodyAccelerometerJerkMeanAxisX,TimeBodyAccelerometerJerkMeanAxisY,TimeBodyAccelerometerJerkMeanAxisZ,TimeBodyAccelerometerJerkStandardDeviationAxisX,TimeBodyAccelerometerJerkStandardDeviationAxisY,TimeBodyAccelerometerJerkStandardDeviationAxisZ,TimeBodyGyroscopeMeanAxisX,TimeBodyGyroscopeMeanAxisY,TimeBodyGyroscopeMeanAxisZ,TimeBodyGyroscopeStandardDeviationAxisX,TimeBodyGyroscopeStandardDeviationAxisY,TimeBodyGyroscopeStandardDeviationAxisZ,TimeBodyGyroscopeJerkMeanAxisX,TimeBodyGyroscopeJerkMeanAxisY,TimeBodyGyroscopeJerkMeanAxisZ,TimeBodyGyroscopeJerkStandardDeviationAxisX,TimeBodyGyroscopeJerkStandardDeviationAxisY,TimeBodyGyroscopeJerkStandardDeviationAxisZ,TimeBodyAccelerometerMagnitudeMean,TimeBodyAccelerometerMagnitudeStandardDeviation,TimeGravityAccelerometerMagnitudeMean,TimeGravityAccelerometerMagnitudeStandardDeviation,TimeBodyAccelerometerJerkMagnitudeMean,TimeBodyAccelerometerJerkMagnitudeStandardDeviation,TimeBodyGyroscopeMagnitudeMean,TimeBodyGyroscopeMagnitudeStandardDeviation,TimeBodyGyroscopeJerkMagnitudeMean,TimeBodyGyroscopeJerkMagnitudeStandardDeviation,FrequencyBodyAccelerometerMeanAxisX,FrequencyBodyAccelerometerMeanAxisY,FrequencyBodyAccelerometerMeanAxisZ,FrequencyBodyAccelerometerStandardDeviationAxisX,FrequencyBodyAccelerometerStandardDeviationAxisY,FrequencyBodyAccelerometerStandardDeviationAxisZ,FrequencyBodyAccelerometerJerkMeanAxisX,FrequencyBodyAccelerometerJerkMeanAxisY,FrequencyBodyAccelerometerJerkMeanAxisZ,FrequencyBodyAccelerometerJerkStandardDeviationAxisX,FrequencyBodyAccelerometerJerkStandardDeviationAxisY,FrequencyBodyAccelerometerJerkStandardDeviationAxisZ,FrequencyBodyGyroscopeMeanAxisX,FrequencyBodyGyroscopeMeanAxisY,FrequencyBodyGyroscopeMeanAxisZ,FrequencyBodyGyroscopeStandardDeviationAxisX,FrequencyBodyGyroscopeStandardDeviationAxisY,FrequencyBodyGyroscopeStandardDeviationAxisZ,FrequencyBodyAccelerometerMagnitudeMean,FrequencyBodyAccelerometerMagnitudeStandardDeviation,FrequencyBodyAccelerometerJerkMagnitudeMean,FrequencyBodyAccelerometerJerkMagnitudeStandardDeviation,FrequencyBodyGyroscopeMagnitudeMean,FrequencyBodyGyroscopeMagnitudeStandardDeviation,FrequencyBodyGyroscopeJerkMagnitudeMean,FrequencyBodyGyroscopeJerkMagnitudeStandardDeviation
27,STANDING,0.2795669216,-0.0165932364,-0.1078358180,-0.9919515835,-0.9551714190,-0.9624084449,0.9653514920,-0.1885048474,-0.0055741688,-0.9940121629,-0.9796410523,-0.9681699536,0.0749699808,0.0122433312,-0.0013795030,-0.9876283620,-0.9758297250,-0.9873547880,-0.0267316539,-0.0675071201,0.0716841463,-0.9699020075,-0.9824989911,-0.9812818070,-0.0987605079,-0.0417471753,-0.0514039190,-0.9826424495,-0.9907980079,-0.9889703575,-0.9727532874,-0.9663601145,-0.9727532874,-0.9663601145,-0.9853476201,-0.9841590897,-0.9687029566,-0.9656933340,-0.9895321039,-0.9888197840,-0.9901218122,-0.9613561411,-0.9741462453,-0.9928758252,-0.9543816064,-0.9589247941,-0.9877717494,-0.9758686800,-0.9851113755,-0.9886068100,-0.9776055820,-0.9882082623,-0.9701496289,-0.9837318730,-0.9808624931,-0.9702218364,-0.9818577573,-0.9831050489,-0.9731861824,-0.9675291051,-0.9841516460,-0.9830222776,-0.9755255656,-0.9654001703,-0.9894184827,-0.9885790920
27,LAYING,0.2741024924,-0.0179867611,-0.1076997328,-0.9784551531,-0.9837360438,-0.9866369961,-0.5304346049,0.5678794941,0.8453923803,-0.9711838627,-0.9937017430,-0.9890563114,0.0766268551,0.0126491089,-0.0006855493,-0.9864718993,-0.9851594618,-0.9896851466,-0.0195427329,-0.0957839567,0.1187383608,-0.9888372122,-0.9842874753,-0.9783749997,-0.1011476953,-0.0362186161,-0.0642797850,-0.9935037208,-0.9930258773,-0.9932967205,-0.9820916522,-0.9789201762,-0.9820916522,-0.9789201762,-0.9883727736,-0.9885867714,-0.9669175945,-0.9719157328,-0.9943550438,-0.9934843132,-0.9806318469,-0.9829159519,-0.9873565899,-0.9776157026,-0.9842690880,-0.9865823880,-0.9866795726,-0.9852572773,-0.9880331291,-0.9874774654,-0.9861160088,-0.9899011699,-0.9870285391,-0.9867958373,-0.9792020192,-0.9893823289,-0.9830523185,-0.9800964381,-0.9813890177,-0.9802963391,-0.9880989026,-0.9881748596,-0.9798906680,-0.9718062368,-0.9935637786,-0.9935522993
28,WALKING,0.2812282239,-0.0156759723,-0.1037147054,-0.2930035222,-0.1178861864,-0.3009283959,0.9429302756,-0.2293161515,-0.1259128612,-0.9766939026,-0.9687808598,-0.9442250319,0.0931122232,0.0226486603,-0.0076291520,-0.3357001843,-0.2201231209,-0.5374704717,-0.1058962079,-0.0172822168,0.1160659109,-0.5037986241,-0.4976840067,-0.2426013846,-0.0929746713,-0.0515394450,-0.0593552480,-0.3994170828,-0.6390185544,-0.4409278993,-0.1806660203,-0.3926940200,-0.1806660203,-0.3926940200,-0.2992233594,-0.3904497243,-0.3107759458,-0.4605116613,-0.5462487585,-0.5798611943,-0.2800621830,-0.1279122760,-0.3563376385,-0.2988324231,-0.1687890195,-0.3260461959,-0.3626019804,-0.2945483448,-0.4987544911,-0.3671164165,-0.1917575036,-0.5745797485,-0.3746810717,-0.5046817396,-0.2550290450,-0.5454802178,-0.4974707394,-0.3082433904,-0.3521568417,-0.5115736706,-0.3608114563,-0.4362730098,-0.5146024248,-0.5168115741,-0.5959651037,-0.5890717306
28,WALKING_UPSTAIRS,0.2620058418,-0.0279443943,-0.1215140257,-0.2420624303,-0.1467538770,-0.2859869137,0.8545082318,-0.3332239967,-0.2652078584,-0.9446978002,-0.9276410878,-0.9005140133,0.0706831871,0.0222985408,0.0074908166,-0.3126716559,-0.3316024074,-0.6374889412,-0.1293629708,0.0212250958,0.1037209877,-0.5188182278,-0.4793195214,-0.1893068128,-0.0805680555,-0.0492552129,-0.0752610437,-0.4942829135,-0.6905711020,-0.6035682641,-0.1862405040,-0.2119286665,-0.1862405040,-0.2119286665,-0.3880862482,-0.3253623382,-0.2634152827,-0.4769233447,-0.6202797976,-0.6701321208,-0.2661013434,-0.1905890691,-0.4017329392,-0.2337266439,-0.1785549811,-0.2816851596,-0.3188667300,-0.3580093733,-0.5878135653,-0.3702736800,-0.3490265676,-0.6879076337,-0.4036362839,-0.5220665008,-0.3182109995,-0.5563834106,-0.4599893157,-0.2262433751,-0.2135193648,-0.3346261688,-0.2944334157,-0.3744959076,-0.5348354096,-0.5281870169,-0.6625058194,-0.7048527575
28,WALKING_DOWNSTAIRS,0.2936420765,-0.0220230466,-0.1085889741,0.1257128879,0.1564966465,-0.3410318115,0.9292916804,-0.2358971052,-0.1214772558,-0.9569215424,-0.9484042122,-0.9170597500,0.0972653458,0.0143450903,0.0012395014,-0.0167652228,0.0265530134,-0.4270532613,-0.1410963095,0.0071056429,0.1386224256,-0.2681063310,-0.2593686868,-0.3070250063,-0.0266492978,-0.0570410865,-0.0776173931,-0.1639448973,-0.4245678785,-0.3362127341,0.1043592166,0.1354655639,0.1043592166,0.1354655639,-0.0707560279,-0.0418872610,-0.0682463240,-0.2244841447,-0.3404173056,-0.4071323354,0.0890721752,0.1864417339,-0.3081616342,0.1377970828,0.0653011998,-0.4169402830,-0.0268676982,-0.0127039720,-0.3652874347,-0.0980112294,-0.0017539195,-0.4884883517,-0.0299969963,-0.2171001576,-0.1843923371,-0.3454533461,-0.2931083646,-0.4165058863,0.1888400077,-0.0740585977,-0.0128823827,-0.0883598524,-0.2233547939,-0.3629038367,-0.3967207143,-0.4647222443
28,SITTING,0.2769776294,-0.0185404441,-0.1115179396,-0.9832728068,-0.9399052449,-0.9366672457,0.9073313092,-0.1125967284,0.1354025668,-0.9891324996,-0.9717663524,-0.9560876796,0.0768671622,0.0148338233,0.0002578540,-0.9762866794,-0.9622194528,-0.9763274267,-0.0339018030,-0.0673943851,0.0870254014,-0.9796719835,-0.9563165060,-0.9566328025,-0.0953935056,-0.0408007786,-0.0579015362,-0.9821556626,-0.9807138686,-0.9710016914,-0.9557897086,-0.9477827033,-0.9557897086,-0.9477827033,-0.9732743668,-0.9703016461,-0.9551755671,-0.9510659840,-0.9812131593,-0.9784419183,-0.9798201426,-0.9463516504,-0.9522267867,-0.9849567086,-0.9398854783,-0.9330454775,-0.9768918046,-0.9630542471,-0.9729395519,-0.9777867822,-0.9639904263,-0.9783277694,-0.9737243264,-0.9631176336,-0.9541802790,-0.9816151413,-0.9532070172,-0.9615610361,-0.9539281240,-0.9522814244,-0.9691786867,-0.9708233364,-0.9602975250,-0.9535342926,-0.9794658689,-0.9783953700
28,STANDING,0.2777950691,-0.0172635125,-0.1065793852,-0.9777486386,-0.8756892168,-0.9051238242,0.9485148485,-0.2476561666,-0.0385830502,-0.9900594266,-0.9628014419,-0.9517821815,0.0753131602,0.0090736322,-0.0026781008,-0.9686045596,-0.9337681751,-0.9697653620,-0.0253281544,-0.0739001647,0.0865173111,-0.8840322324,-0.9400063201,-0.9254914429,-0.1022484091,-0.0431364663,-0.0525896252,-0.9283433977,-0.9729770067,-0.9564971637,-0.9254716516,-0.9176583342,-0.9254716516,-0.9176583342,-0.9595519875,-0.9540683915,-0.8942424696,-0.8769175457,-0.9596810191,-0.9562664801,-0.9725198016,-0.8934303927,-0.9345030285,-0.9802674900,-0.8744692656,-0.8976008009,-0.9685137152,-0.9351689784,-0.9647512387,-0.9716727967,-0.9369912803,-0.9735720519,-0.8804261032,-0.9481607853,-0.9266551924,-0.8867067682,-0.9361016091,-0.9320390830,-0.9291464794,-0.9238571582,-0.9527277652,-0.9549631553,-0.9096524363,-0.8784596620,-0.9587585768,-0.9559834246
28,LAYING,0.2759134825,-0.0167537858,-0.1083448530,-0.9688882955,-0.9453867804,-0.9564503429,-0.4903345419,0.1440732745,0.0157570025,-0.9705990894,-0.9697590285,-0.9791246658,0.0780770644,0.0059399233,0.0060097194,-0.9801647165,-0.9786795398,-0.9730716559,-0.0173677057,-0.0974487337,0.0935791231,-0.9551622798,-0.9600574636,-0.9623749117,-0.1045116270,-0.0356010050,-0.0534501915,-0.9608029485,-0.9803997822,-0.9814189160,-0.9581122303,-0.9545740295,-0.9581122303,-0.9545740295,-0.9784553419,-0.9733126479,-0.9371069213,-0.9289409134,-0.9782202706,-0.9697732773,-0.9739308675,-0.9584363690,-0.9611156724,-0.9673248639,-0.9420039777,-0.9567709049,-0.9800134190,-0.9780948274,-0.9702515654,-0.9822059013,-0.9811174670,-0.9745308431,-0.9468042346,-0.9658244555,-0.9611648449,-0.9580921140,-0.9575529881,-0.9663120240,-0.9610355876,-0.9575640187,-0.9734362485,-0.9723361286,-0.9442183694,-0.9316750041,-0.9718305824,-0.9693198213
29,WALKING,0.2719999168,-0.0162915601,-0.1066324273,-0.1743379402,-0.0917540613,-0.2428280383,0.9623743851,-0.1273180787,0.0955792142,-0.9782535389,-0.9752728481,-0.9459814372,0.0853743349,0.0223870454,0.0094154730,-0.2214335428,-0.0871746445,-0.4617580098,-0.0079566817,-0.0819601532,0.0856852236,-0.5988686709,-0.1818026366,-0.4302324411,-0.1068883032,-0.0479898124,-0.0392368987,-0.3959096215,-0.5879442985,-0.5041300887,-0.0955213394,-0.2626950636,-0.0955213394,-0.2626950636,-0.2402316774,-0.1330362736,-0.2805732675,-0.3588140966,-0.5062421181,-0.6122229372,-0.1358195058,-0.0349642325,-0.2797348394,-0.1903559768,-0.1820685396,-0.2833481010,-0.2104698872,-0.0880213408,-0.3948778270,-0.3073366698,-0.1550206608,-0.5290348972,-0.4314900485,-0.3622323162,-0.3972774955,-0.6543135591,-0.0941359695,-0.4941174830,-0.2356833056,-0.3932575055,-0.1089782065,-0.1695064992,-0.4168178534,-0.4291568306,-0.6285011158,-0.6186677226
29,WALKING_UPSTAIRS,0.2654230669,-0.0299465312,-0.1180005878,-0.0867715570,-0.1221282876,0.0995443502,0.9292589539,-0.2271201253,0.0443786012,-0.9541890131,-0.9230077984,-0.8588494671,0.1063451934,-0.0006890192,-0.0290713872,-0.1823658151,-0.3886241955,-0.6787637665,0.0931989463,-0.1523281122,0.0854318123,-0.3239047316,0.0461103045,-0.3748151412,-0.1304290727,-0.0511035120,-0.0680938780,-0.4749326063,-0.7342251924,-0.5584170241,0.0083436027,-0.0414696052,0.0083436027,-0.0414696052,-0.3443248331,-0.2544851760,0.0439627678,-0.0800476154,-0.6173408031,-0.7128463184,-0.1097934800,-0.1960115035,-0.3204878829,-0.0790625306,-0.1412580667,0.2030578369,-0.2250677710,-0.4088866055,-0.6461985878,-0.2113853979,-0.4086489469,-0.7101165918,-0.2605192904,-0.3940453412,-0.3417001324,-0.3503382050,0.2343467837,-0.4441530565,-0.1083064030,-0.1559937559,-0.2391080467,-0.2805835565,-0.3572138970,-0.0743314698,-0.6974545531,-0.7564641861
29,WALKING_DOWNSTAIRS,0.2931404411,-0.0149412151,-0.0981339985,0.1673836025,-0.1224634670,-0.2231779999,0.9484862150,-0.0760962952,0.0919650454,-0.9417361925,-0.9139030637,-0.8693009048,0.0636871965,0.0006210170,-0.0140642983,-0.0239525740,-0.0773408384,-0.4787641850,-0.0374126071,-0.0851045890,0.0822244075,-0.2820772575,-0.3904601377,-0.3111226154,-0.0743986470,-0.0671482305,-0.0359648430,-0.3478075570,-0.6934690358,-0.3797694065,0.1037051657,0.1344811502,0.1037051657,0.1344811502,-0.1386376245,-0.0307693372,-0.1229681088,-0.2674097984,-0.5391744565,-0.5970570487,0.1106632002,-0.0212293717,-0.2666921502,0.1874386243,-0.2393490536,-0.2620732420,-0.0382458213,-0.0977850660,-0.4111734519,-0.0986379156,-0.1203815212,-0.5473208869,-0.1894180015,-0.4631250321,-0.1992258945,-0.3191231379,-0.3548726896,-0.4161658458,0.1159739682,-0.0330868111,0.0004488963,-0.0797714325,-0.3814598819,-0.3230245751,-0.5965786260,-0.6266759821
29,SITTING,0.2771799775,-0.0166306804,-0.1104118192,-0.9907450195,-0.9632224978,-0.9680638782,0.8915637552,0.1556594569,0.2862560637,-0.9846791518,-0.9736042898,-0.9660320453,0.0745438103,0.0059853140,0.0031677010,-0.9935255603,-0.9840551000,-0.9901687330,-0.0379271112,-0.0755797672,0.0580495969,-0.9901787048,-0.9883340197,-0.9712279917,-0.0953636996,-0.0400018435,-0.0470008977,-0.9933220295,-0.9953191647,-0.9928337675,-0.9780170218,-0.9692903165,-0.9780170218,-0.9692903165,-0.9907198077,-0.9905317293,-0.9623773322,-0.9715780247,-0.9953923082,-0.9949053440,-0.9910939637,-0.9696095017,-0.9756230308,-0.9906175210,-0.9616939493,-0.9658009743,-0.9934457602,-0.9838831930,-0.9884702410,-0.9942201755,-0.9854933188,-0.9904458617,-0.9883935690,-0.9903292453,-0.9739335945,-0.9907277552,-0.9872598087,-0.9729125172,-0.9733465318,-0.9712180198,-0.9900937038,-0.9898229093,-0.9802694258,-0.9710113730,-0.9950630490,-0.9947420280
29,STANDING,0.2779650658,-0.0172605869,-0.1086590675,-0.9960686354,-0.9692957211,-0.9802074889,0.9745087320,-0.0584871536,0.0316145850,-0.9967642274,-0.9851340323,-0.9844645435,0.0753052530,0.0115104979,0.0003328950,-0.9936528206,-0.9833381578,-0.9905938597,-0.0276075573,-0.0721060679,0.0827583768,-0.9779948198,-0.9903648763,-0.9833686432,-0.0988701506,-0.0405110578,-0.0544926306,-0.9832930617,-0.9955331131,-0.9906857054,-0.9847453189,-0.9817457129,-0.9847453189,-0.9817457129,-0.9907854195,-0.9904956895,-0.9806573405,-0.9753586654,-0.9921446989,-0.9914536322,-0.9950240397,-0.9733457705,-0.9840960248,-0.9966045703,-0.9682785531,-0.9788029737,-0.9937369060,-0.9831949806,-0.9885415794,-0.9941234235,-0.9847827823,-0.9913163746,-0.9744854495,-0.9915866740,-0.9836547145,-0.9791625649,-0.9896437212,-0.9847142265,-0.9845480948,-0.9822477160,-0.9897938926,-0.9903279346,-0.9808797229,-0.9759387288,-0.9916720520,-0.9915167783
29,LAYING,0.2872951968,-0.0171965484,-0.1094620682,-0.9842195555,-0.9902409467,-0.9872551499,-0.3467898428,0.8075353735,0.5904522241,-0.9729398899,-0.9942476488,-0.9857781783,0.0718861196,0.0116912060,0.0024154278,-0.9920059894,-0.9895135657,-0.9932883133,-0.0258281005,-0.0761814357,0.1274119717,-0.9942765913,-0.9927509578,-0.9749946194,-0.0995339881,-0.0386768295,-0.0674469666,-0.9965425406,-0.9970815757,-0.9953807946,-0.9864931967,-0.9815721477,-0.9864931967,-0.9815721477,-0.9927253678,-0.9946469168,-0.9719236230,-0.9770400930,-0.9973225268,-0.9976660716,-0.9866269993,-0.9890343041,-0.9894739267,-0.9834323091,-0.9906803954,-0.9863787761,-0.9921539820,-0.9893988239,-0.9920184478,-0.9925434783,-0.9904680828,-0.9931077599,-0.9931226088,-0.9936963365,-0.9761843226,-0.9946521852,-0.9922407857,-0.9768589645,-0.9868006454,-0.9815997836,-0.9939982758,-0.9943666677,-0.9840013417,-0.9766790462,-0.9976173893,-0.9975852306
30,WALKING,0.2764067580,-0.0175880386,-0.0986247069,-0.3463942752,-0.1735500217,-0.1204767839,0.9652175511,-0.1576738238,-0.0039255638,-0.9797524669,-0.9701765622,-0.9439584206,0.0688689970,0.0219656545,-0.0073953424,-0.3744009414,-0.2707092744,-0.5213518551,-0.0459505356,-0.0649170927,0.0839568239,-0.3879205938,0.0060027789,-0.1825696524,-0.0873839917,-0.0617028869,-0.0446007230,-0.4603453862,-0.4976218023,-0.4762087962,-0.1951400330,-0.3598734115,-0.1951400330,-0.3598734115,-0.3521117138,-0.3537510209,-0.0229640797,-0.2668457313,-0.4720687298,-0.5469772723,-0.3514029109,-0.1938566639,-0.3095588826,-0.3449281125,-0.2156343154,-0.0931447618,-0.3895956311,-0.2995253439,-0.4670307102,-0.4151353980,-0.2894660953,-0.5754102671,-0.3744403005,-0.1759009240,-0.2473503437,-0.3990323460,0.0955456046,-0.2379414736,-0.3423637729,-0.4698527949,-0.3471801347,-0.3665374166,-0.3583443560,-0.3315417409,-0.5476217532,-0.5785800446
30,WALKING_UPSTAIRS,0.2714156423,-0.0253311699,-0.1246974938,-0.3505044752,-0.1273111576,0.0249468035,0.9318298300,-0.2266472922,-0.0221401101,-0.9540336243,-0.9149339360,-0.8624027912,0.0579840373,-0.0035871923,0.0161506199,-0.5354202034,-0.5872145429,-0.7619420254,-0.0035597458,-0.0779606465,0.0814699303,-0.4938375208,-0.0840481513,-0.2115735799,-0.1084142613,-0.0141113354,-0.0364157841,-0.7427495295,-0.7433369585,-0.6651506192,-0.1376278572,-0.3274108159,-0.1376278572,-0.3274108159,-0.5966000995,-0.5618377065,-0.1136083673,-0.1692935343,-0.7187802568,-0.7744390968,-0.4204028282,-0.2978137686,-0.3675198400,-0.3262603582,-0.1042991803,0.1214474149,-0.5506784200,-0.5929194408,-0.7378038812,-0.5615652066,-0.6108266020,-0.7847538800,-0.4880390031,-0.3660584332,-0.3189370015,-0.5034842370,0.0449545536,-0.2534270750,-0.4005883538,-0.3945080808,-0.5497848906,-0.5808781332,-0.4491507351,-0.1514722784,-0.7739744518,-0.7913494251
30,WALKING_DOWNSTAIRS,0.2831906470,-0.0174383900,-0.0999781422,-0.0577703164,-0.0272628078,-0.2172756903,0.9580004915,-0.1267103719,0.0288081675,-0.9588903887,-0.9186787524,-0.8776670600,0.0883933037,-0.0075611075,-0.0118301423,-0.2266439011,-0.1946560966,-0.4670701534,-0.0745591302,-0.0693112412,0.0895767797,-0.2659231609,-0.2853924164,-0.2953703628,-0.0615954584,-0.0496807640,-0.0543595229,-0.5427645071,-0.6137963031,-0.4988828540,-0.0373901122,-0.0135771209,-0.0373901122,-0.0135771209,-0.2937388016,-0.1252831845,-0.0955373205,-0.2082675420,-0.5743370065,-0.6176620735,-0.1069669571,-0.0216637054,-0.2580673667,-0.0405257092,-0.0934682614,-0.2573933723,-0.2349231466,-0.2249927804,-0.3996886940,-0.2898027294,-0.2174320193,-0.5355150484,-0.2630616281,-0.3480651197,-0.2637207639,-0.2783865963,-0.2557320550,-0.3715414761,0.0041015103,-0.1785351733,-0.1259614004,-0.1331243046,-0.3567723473,-0.2523618826,-0.6175788140,-0.6455039424
30,SITTING,0.2683360814,-0.0080473130,-0.0995154461,-0.9836227442,-0.9378570008,-0.9506540413,0.8254738369,0.1145883926,0.3447660200,-0.9783647123,-0.9593613068,-0.9566356631,0.0760057732,0.0097569252,-0.0027816183,-0.9888645774,-0.9804209284,-0.9881643813,-0.0358426482,-0.0743535584,0.0702002598,-0.9881326695,-0.9764775619,-0.9550532008,-0.0952707675,-0.0407930587,-0.0488204596,-0.9938685455,-0.9924913229,-0.9881244956,-0.9574872215,-0.9429014666,-0.9574872215,-0.9429014666,-0.9877990556,-0.9860576400,-0.9558473239,-0.9606412882,-0.9937373882,-0.9912802250,-0.9850087850,-0.9540760423,-0.9662740906,-0.9832310055,-0.9339925779,-0.9462038234,-0.9887754365,-0.9804057173,-0.9859783153,-0.9900175645,-0.9819021165,-0.9889712119,-0.9870346265,-0.9820058834,-0.9611771095,-0.9884848032,-0.9738049508,-0.9573086852,-0.9599233881,-0.9435437326,-0.9858263310,-0.9852949590,-0.9738762829,-0.9595139373,-0.9917506821,-0.9909464245
30,STANDING,0.2771126992,-0.0170163888,-0.1087562098,-0.9775594269,-0.8916545271,-0.9128505969,0.9685567051,-0.1002968042,0.0243044363,-0.9964209192,-0.9581457634,-0.9492073683,0.0752414472,0.0120860416,0.0019084146,-0.9684307453,-0.9573188814,-0.9688973161,-0.0276138535,-0.0670334380,0.0802514754,-0.9114085180,-0.9407054122,-0.9308346844,-0.0997160228,-0.0437759700,-0.0520307176,-0.9601190742,-0.9681350063,-0.9708456707,-0.9305735749,-0.9165704414,-0.9305735749,-0.9165704414,-0.9712251902,-0.9507622712,-0.9138905649,-0.8872476368,-0.9729952739,-0.9559956719,-0.9720140508,-0.9194751212,-0.9380897749,-0.9804265758,-0.8855727817,-0.9072867931,-0.9678575893,-0.9574348875,-0.9628926280,-0.9722167286,-0.9604423605,-0.9739543383,-0.9157428551,-0.9456288369,-0.9377981246,-0.9117181632,-0.9394697741,-0.9351768849,-0.9320474507,-0.9217332331,-0.9533576159,-0.9466398469,-0.9174494173,-0.8888722280,-0.9592421651,-0.9550085642
30,LAYING,0.2810339006,-0.0194494099,-0.1036581505,-0.9763625154,-0.9542018239,-0.9670442364,-0.3447377553,0.7326612477,0.6814592107,-0.9795639427,-0.9889307149,-0.9832745249,0.0752196666,0.0107680190,-0.0003741897,-0.9774637756,-0.9710497781,-0.9795178961,-0.0267812219,-0.0761476352,0.0938472163,-0.9736628224,-0.9660416730,-0.9688891561,-0.1022773586,-0.0384875868,-0.0595736770,-0.9837758337,-0.9803570621,-0.9807688746,-0.9698299843,-0.9601679073,-0.9698299843,-0.9601679073,-0.9792328200,-0.9696422903,-0.9622849211,-0.9512644410,-0.9850864134,-0.9761771426,-0.9747899993,-0.9599742746,-0.9703219917,-0.9770452606,-0.9535584000,-0.9671881986,-0.9768879016,-0.9716962799,-0.9756324204,-0.9803507481,-0.9724341967,-0.9822815531,-0.9717890527,-0.9681703324,-0.9675773611,-0.9744884007,-0.9651341524,-0.9721992380,-0.9628408204,-0.9640518107,-0.9699492696,-0.9680877780,-0.9620011990,-0.9526444493,-0.9778213356,-0.9754815487
